"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","406","SuccessfulLogin","Default Suite","2025-11-05","passed","2025-11-05","com.swaglabs.tests.LoginTest","InterviewPomProject","com.swaglabs.tests.LoginTest","SuccessfulLogin"
